"84","IPI00000889","25117","Splice Isoform 1 Of Somatotropin     precursor","4","122","317","1"
"90","IPI00004618","36431","Ig gamma-4 chain C region","3","163","76","1"
"112","IPI00013179","21243","Prostaglandin-H2 D-isomerase   precursor","2","110","156","1"
"145","IPI00021857","10846","Apolipoprotein C-III   precursor","1","65","272","1"
"13","IPI00022418","266034","Splice Isoform 1 Of Fibronectin     precursor","29","1557","58","1"
"129","IPI00026195","14811","Ig kappa chain V-II region RPMI 6410       precursor","1","89","245","1"
"160","IPI00028714","12486","Matrix Gla-protein precursor","1","52","339","1"
"125","IPI00029168","514737","Apolipoprotein","2","66","239","1"
"138","IPI00103481","56470","Keratin protein K6irs","1","71","205","1"
"17","IPI00218192","101521","Splice Isoform 2 Of Inter-alpha-trypsin       inhibitor heavy chain H4 precursor","23","1213","78","1"
"85","IPI00218803","81126","Splice Isoform 3 Of Fibulin-1   precursor","3","194","204","1"
"142","IPI00294004","77127","Vitamin K-dependent protein S   precursor","1","67","304","1"
"28","IPI00296608","96646","Complement component C7   precursor","17","923","93","1"
"168","IPI00297795","56004","Keratin, type II cuticular   HB3","1","32","389","1"
"115","IPI00299738","48797","Procollagen C-proteinase enhancer protein       precursor","2","103","294","1"
"163","IPI00306378","21129","Splice Isoform 2 Of Mannan-binding lectin       serine protease 2 precursor","1","48","343","1"
"156","IPI00384406","12543","Myosin-reactive immunoglobulin heavy chain       variable region","1","54","185","1"
"69","IPI00386879","54195","Hypothetical protein FLJ14473","5","263","120","1"
"149","IPI00395488","72751","Vasorin","1","63","308","1"
"167","IPI00395603","98196","Hypothetical protein FLJ44050","1","35","399","1"
"143","IPI00418422","63894","IGHD protein","1","66","306","1"
"141","IPI00423463","53264","Hypothetical protein   DKFZp686O01196","1","68","14","1"
"94","IPI00479403","60448","Keratin 6C","3","144","103","1"
"109","IPI00550886","51805","Similar to MAC-2 binding protein     precursor","2","125","244","1"
